12.0,12.1,12.0,11.9,11.9,11.9,12.0,12.0,12.0,12.0,12.0,12.1,12.1,12.1,12.0,12.2,12.1,12.0,12.2,12.1,12.2,12.2,12.1,12.2,12.3,12.2,12.3,12.3,12.2,12.2,12.5,12.2,12.3,12.3,12.2,12.5,12.5,12.5,12.5,12.5,12.2,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.9,12.5,12.7,12.5,12.7,12.7,12.7,12.5,12.7,12.7,12.7,12.7,12.5,12.7,12.7,12.7,12.7,12.8,12.9,12.9,12.7,12.9,12.8,13.0,13.0,13.2,13.3,13.2,13.3,13.4,13.4,13.6,13.4,13.6,13.7,13.3,13.3,13.4,13.4,13.4,13.2,13.3,13.3,13.3,13.3,13.2,13.1,13.1,13.2,13.1,13.0,13.0,13.0,13.0,13.0,13.1,13.0,13.0,13.0,12.8,13.1,13.1,12.9,13.0,13.0,13.0,13.1,13.1,13.0,13.0,13.1,13.0,13.0,13.0,12.9,13.1,13.1,13.1,13.1,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.0,12.9,13.1,13.0,13.0,13.0,13.0,13.0,12.9,13.0,13.0,13.0,12.9,13.0,13.0,12.9,12.9,12.9,12.9,13.0,13.0,13.0,12.9,12.7,13.0,13.0,12.9,13.0,12.9,12.9,12.9,13.0,13.0,12.9,13.1,13.1,13.0,12.9,12.8,13.0,12.9,12.9,13.0,12.9,12.8,12.8,12.8,12.8,12.8,12.7,12.7,12.7,12.8,12.7,12.7,12.7,12.8,12.7,12.7,12.7,12.5,12.5,12.7,12.5,12.7,12.7,12.7,12.7,12.7,12.5,12.7,12.5,12.5,12.5,12.7,12.8,12.7,12.7,12.7,12.5,12.5,12.5,12.7,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.3,12.5,12.3,12.3,12.5,12.2,12.5,12.3
12.0,11.9,11.9,12.0,11.9,12.1,11.9,12.0,12.0,12.0,12.1,12.0,12.1,12.0,12.1,12.2,12.0,12.1,12.1,12.2,12.1,12.2,12.1,12.2,12.3,12.3,12.2,12.3,12.3,12.3,12.3,12.5,12.5,12.3,12.5,12.5,12.5,12.2,12.3,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.7,12.5,12.7,12.7,12.7,12.7,12.7,12.9,12.7,12.8,12.8,12.8,12.7,12.8,12.9,12.7,13.0,12.9,12.9,12.9,12.9,13.0,13.0,13.2,13.2,13.4,13.3,13.3,13.6,13.4,13.4,13.4,13.3,13.4,13.6,13.3,13.6,13.4,13.4,13.4,13.3,13.4,13.3,13.1,13.2,13.1,13.1,13.1,13.0,13.1,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.1,13.0,13.1,12.9,13.1,13.1,13.1,13.1,13.1,13.0,13.0,13.0,12.9,13.0,13.0,13.1,13.0,13.1,13.1,13.0,13.1,12.9,13.0,13.1,13.1,13.1,13.0,13.0,13.0,13.0,12.9,13.0,13.0,13.0,13.0,12.8,13.0,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.1,13.1,12.9,12.9,13.0,13.0,13.0,12.9,12.9,12.9,12.9,12.9,12.9,13.0,13.0,12.9,12.8,12.8,13.0,12.9,12.7,12.8,12.8,12.7,12.7,12.8,12.8,12.9,12.7,12.7,12.7,12.8,12.7,12.7,12.7,12.7,12.8,12.7,12.7,12.5,12.5,12.7,12.5,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.5,12.7,12.5,12.7,12.5,12.7,12.7,12.7,12.5,12.7,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.3,12.3,12.3,12.5,12.3,12.5,12.2,12.5,12.5
11.9,12.0,12.0,11.9,12.0,12.0,12.1,12.1,11.9,12.0,12.0,12.1,12.0,12.1,12.1,12.1,12.1,12.2,12.2,12.1,12.0,12.2,12.2,12.2,12.3,12.3,12.3,12.1,12.2,12.3,12.5,12.5,12.5,12.2,12.5,12.5,12.5,12.5,12.5,12.2,12.3,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.7,12.7,12.7,12.7,12.5,12.7,12.8,12.7,12.7,12.9,12.7,12.8,12.8,12.7,12.9,12.8,12.8,12.7,12.9,12.8,13.0,12.9,13.1,13.4,13.4,13.4,13.4,13.7,13.6,13.4,13.3,13.3,13.4,13.6,13.3,13.3,13.6,13.6,13.4,13.4,13.3,13.2,13.2,13.1,13.1,13.2,13.2,13.1,13.0,13.1,13.1,13.1,13.0,13.0,13.0,13.1,13.1,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.1,13.1,13.0,13.0,13.0,12.9,13.1,13.0,13.0,13.0,12.9,13.1,13.1,13.0,13.0,13.0,13.0,13.0,13.2,13.1,13.0,13.0,13.1,13.0,13.1,13.1,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.9,13.0,12.9,13.0,13.0,12.9,13.0,12.8,13.0,12.9,13.0,13.0,13.0,13.0,12.9,13.0,12.9,12.9,13.1,12.9,13.0,12.9,13.0,12.9,13.0,13.0,13.0,12.8,12.8,12.9,12.9,12.7,12.5,12.7,12.9,12.7,12.8,12.7,12.7,12.9,12.7,12.7,12.8,12.7,12.8,12.8,12.7,12.7,12.7,12.7,12.7,12.7,12.8,12.8,12.7,12.7,12.7,12.7,12.7,12.5,12.5,12.9,12.8,12.7,12.8,12.7,12.7,12.7,12.5,12.7,12.5,12.7,12.5,12.7,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.2
12.0,12.0,11.9,11.9,11.9,12.0,12.1,12.3,12.2,12.1,12.0,12.1,12.1,12.1,12.2,12.2,12.2,12.1,12.2,12.2,12.1,12.2,12.1,12.5,12.3,12.5,12.3,12.3,12.2,12.5,12.5,12.3,12.5,12.5,12.5,12.3,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.7,12.5,12.7,12.7,12.7,12.7,12.7,12.7,12.8,12.7,12.7,12.8,12.7,12.7,12.7,12.8,12.8,12.9,12.9,12.9,12.9,12.9,12.9,13.0,13.0,13.2,13.2,13.4,13.3,13.3,13.3,13.6,13.7,13.6,13.4,13.6,13.6,13.3,13.4,13.3,13.3,13.4,13.3,13.3,13.2,13.3,13.1,13.1,13.0,13.2,13.1,13.0,13.0,13.1,13.0,13.0,13.1,13.0,13.0,13.1,13.1,13.1,13.1,13.1,13.0,13.0,13.0,13.1,13.1,13.1,13.0,13.1,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.1,13.1,13.1,13.1,13.0,13.1,13.1,13.1,13.1,13.0,13.1,13.0,13.0,13.0,13.1,13.1,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.9,12.9,12.9,12.9,13.0,13.1,13.1,13.0,12.8,13.0,12.8,13.1,13.1,13.0,12.9,12.8,13.0,13.0,12.9,13.0,12.9,12.9,12.8,13.0,12.7,12.7,12.9,12.9,12.8,12.9,12.7,12.7,12.7,12.9,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.5,12.7,12.7,12.5,12.7,12.5,12.5,12.7,12.8,12.7,12.7,12.7,12.7,12.5,12.7,12.7,12.5,12.7,12.5,12.9,12.5,12.5,12.5,12.7,12.7,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.3,12.5
11.9,12.0,11.9,12.0,12.0,12.0,12.0,12.0,12.0,11.9,12.1,12.1,12.0,12.2,12.0,12.1,12.2,12.2,12.1,12.2,12.2,12.3,12.3,12.2,12.2,12.2,12.3,12.2,12.5,12.3,12.5,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.7,12.5,12.5,12.9,12.5,12.7,12.5,12.7,12.7,12.7,12.7,12.8,12.7,12.7,12.7,12.8,12.9,12.7,12.8,12.7,12.7,12.8,12.9,12.9,13.0,13.0,13.1,13.3,13.4,13.4,13.3,13.3,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.4,13.4,13.4,13.4,13.6,13.3,13.3,13.2,13.1,13.2,13.1,13.1,13.1,12.9,13.0,13.1,13.0,13.0,13.1,13.0,13.1,13.1,13.2,12.9,13.1,13.1,12.9,13.0,13.0,13.0,13.0,13.1,13.0,12.9,13.0,13.0,13.0,13.0,13.1,13.1,13.0,13.1,13.0,13.1,13.0,13.0,13.2,13.0,13.1,13.0,13.1,13.1,13.1,13.0,13.0,13.0,13.1,13.0,13.0,12.9,13.0,13.0,13.0,13.0,13.1,12.9,13.0,13.0,13.2,12.9,13.0,13.0,12.9,12.9,13.0,12.8,12.9,12.9,13.1,13.0,13.0,13.0,13.0,12.8,12.9,12.9,12.8,12.9,13.0,12.9,12.8,12.9,12.9,12.8,12.9,12.8,12.8,12.7,12.7,12.9,12.7,12.8,12.7,12.7,12.7,12.7,12.7,12.8,12.5,12.7,12.5,12.7,12.7,12.7,12.7,12.7,12.5,12.8,12.7,12.7,12.7,12.7,12.7,12.5,12.7,12.7,12.5,12.5,12.5,12.5,12.7,12.7,12.5,12.7,12.5,12.7,12.5,12.5,12.8,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.3,12.5,12.5,12.5,12.5
12.0,12.0,12.0,12.0,12.0,12.0,11.9,11.7,12.0,11.9,12.1,12.1,12.0,12.1,12.1,12.0,12.2,12.1,12.1,12.3,12.2,12.3,12.2,12.2,12.2,12.3,12.3,12.1,12.2,12.3,12.3,12.5,12.5,12.2,12.5,12.3,12.5,12.3,12.5,12.5,12.5,12.5,12.3,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.7,12.5,12.7,12.5,12.7,12.5,12.7,12.7,12.8,12.7,12.8,12.7,12.7,12.7,12.7,12.7,12.9,12.8,12.9,12.7,12.9,12.9,13.0,12.9,13.0,12.9,13.2,13.1,13.3,13.3,13.3,13.3,13.6,13.4,13.6,13.3,13.4,13.3,13.6,13.6,13.3,13.2,13.3,13.2,13.3,13.1,13.1,13.1,13.2,13.1,13.3,13.2,13.1,13.1,13.0,13.0,12.9,13.1,13.0,13.0,13.0,12.9,13.0,13.0,13.1,13.0,12.9,12.9,13.0,13.1,13.0,13.0,13.0,13.2,13.0,13.0,13.0,13.0,13.0,12.9,12.9,13.0,13.0,13.0,13.0,12.9,13.0,13.0,13.0,13.0,12.9,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.1,13.0,13.0,12.9,12.9,13.0,12.9,13.0,13.0,13.0,12.9,13.0,12.8,12.9,13.0,12.9,13.0,12.9,13.0,13.0,12.9,13.0,12.9,13.0,12.9,12.9,12.9,12.9,13.0,12.9,13.0,12.9,12.8,12.7,12.7,12.9,12.8,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.8,12.7,12.7,12.7,12.5,12.7,12.5,12.5,12.5,12.7,12.5,12.7,12.7,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.7,12.5,12.5,12.7,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.3,12.5,12.3,12.5,12.5,12.5,12.3,12.3,12.2,12.2,12.3,12.5
11.9,12.0,12.0,12.1,12.1,12.0,12.0,12.1,12.0,11.9,12.0,12.1,12.1,12.0,12.0,12.0,12.1,12.2,12.1,12.1,12.1,12.2,12.2,12.3,12.2,12.3,12.2,12.2,12.3,12.3,12.3,12.3,12.2,12.5,12.5,12.5,12.5,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.5,12.7,12.7,12.5,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.8,12.8,12.7,12.9,12.7,12.9,13.0,13.0,13.0,12.9,12.9,13.0,13.1,13.2,13.3,13.4,13.4,13.6,13.4,13.6,13.4,13.4,13.3,13.4,13.0,13.6,13.6,13.4,13.3,13.3,13.2,13.2,13.2,13.2,13.1,13.0,13.2,13.1,13.1,12.9,13.0,13.0,13.0,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.1,12.9,13.1,13.0,13.0,13.1,13.2,13.2,13.1,13.1,13.1,13.0,13.0,13.0,12.9,13.1,13.1,13.0,13.0,13.0,12.9,13.0,13.0,13.0,13.0,13.1,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.1,13.0,12.9,13.0,12.8,13.1,13.0,12.9,12.9,13.0,12.7,13.0,12.9,12.9,13.0,13.0,12.9,13.0,12.9,13.0,13.0,13.0,12.9,12.8,13.0,12.9,12.8,12.9,12.8,12.9,12.9,12.9,12.9,12.9,12.9,12.7,12.8,12.7,12.8,12.7,12.5,12.8,13.0,12.7,12.7,12.5,12.7,12.7,12.7,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.7,12.5,12.8,12.7,12.7,12.5,12.5,12.7,12.7,12.7,12.7,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.3,12.3,12.3,12.3,12.3,12.3,12.3
11.9,11.9,12.1,12.0,12.0,12.0,12.1,12.2,12.1,12.1,12.1,12.1,12.2,12.1,12.1,12.0,12.1,12.3,12.3,12.1,12.3,12.2,12.2,12.2,12.5,12.2,12.3,12.2,12.2,12.2,12.3,12.5,12.5,12.3,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.7,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.7,12.5,12.7,12.7,12.8,12.7,12.8,12.5,12.7,12.7,12.8,12.7,12.7,12.7,12.7,12.8,12.9,12.9,13.0,12.8,13.0,12.9,13.2,13.3,13.3,13.2,13.3,13.7,13.4,13.6,13.4,13.4,13.3,13.4,13.3,13.3,13.4,13.3,13.6,13.3,13.3,13.1,13.1,13.0,13.1,13.0,13.1,13.1,13.0,13.1,13.0,13.1,13.0,13.0,12.9,13.0,13.0,13.0,13.1,13.0,13.0,13.1,13.1,13.1,13.0,13.0,13.0,13.0,13.1,13.0,13.1,13.1,13.0,13.0,13.0,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.1,13.1,13.1,13.0,13.0,13.1,13.1,13.1,12.9,13.2,12.9,13.1,13.0,13.0,13.0,13.1,13.0,13.1,12.9,12.9,13.0,13.0,13.0,12.9,13.0,13.0,13.0,13.0,13.0,12.9,13.1,13.0,12.9,13.0,12.9,13.0,12.8,12.9,12.9,12.9,13.0,12.9,12.9,12.8,12.9,12.9,12.8,12.8,12.7,12.7,12.7,12.5,12.7,12.8,13.0,12.5,12.7,13.0,12.7,12.8,12.7,12.5,12.7,12.5,12.7,12.5,12.7,12.5,12.7,12.7,12.7,12.5,12.5,12.7,12.7,12.8,12.7,12.7,12.7,12.5,12.5,12.5,12.5,12.5,12.7,12.7,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.3,12.2,12.3,12.3,12.1
12.0,12.1,12.0,12.0,12.0,12.1,12.1,12.1,12.1,12.0,12.1,12.1,12.0,12.1,12.1,12.0,12.1,12.2,12.1,12.2,12.3,12.2,12.3,12.2,12.2,12.3,12.2,12.2,12.3,12.3,12.5,12.5,12.3,12.5,12.3,12.3,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.7,12.5,12.7,12.7,12.7,12.7,12.9,12.8,12.8,12.7,12.8,12.5,12.8,12.7,12.9,12.9,12.9,12.9,13.0,12.9,12.9,13.2,13.3,13.4,13.4,13.3,13.4,13.3,13.3,13.6,13.3,13.4,13.4,13.3,13.4,13.4,13.4,13.2,13.3,13.2,13.3,13.2,13.1,13.2,13.1,13.1,13.0,13.1,12.9,13.1,13.1,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.1,13.1,13.1,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.1,13.0,13.0,13.1,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.0,12.9,13.0,13.0,13.0,13.0,13.1,13.0,13.0,13.1,13.0,13.0,12.9,13.0,13.0,13.0,13.0,12.9,12.9,13.0,12.9,13.0,13.0,12.9,13.0,13.0,13.0,13.0,12.9,13.0,12.9,13.0,12.9,13.0,12.9,12.9,12.9,13.0,12.9,13.0,12.8,12.9,12.8,12.9,12.9,12.9,12.8,12.9,12.7,12.7,12.9,12.7,12.9,12.7,12.7,12.7,12.8,12.7,12.7,12.5,12.5,12.7,12.8,12.5,12.7,12.5,12.5,12.7,12.5,12.5,12.7,12.5,12.5,12.5,12.7,12.5,12.7,12.7,12.5,12.7,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.7,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.3,12.3,12.5,12.3,12.5,12.3,12.3,12.3,12.2,12.3,12.3,12.3
12.1,12.0,12.0,12.0,12.0,12.0,12.0,12.1,12.0,12.1,12.1,12.1,12.1,12.1,12.1,12.2,12.1,12.1,12.1,12.1,12.3,12.3,12.3,12.3,12.3,12.3,12.2,12.3,12.3,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.3,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.7,12.7,12.7,12.7,12.5,12.7,12.5,12.8,12.7,12.7,12.5,12.7,12.7,12.7,12.7,12.9,12.9,12.8,12.7,12.8,12.7,12.9,12.7,12.8,12.9,13.0,13.0,13.1,13.3,13.3,13.4,13.4,13.6,13.3,13.6,13.3,13.4,13.3,13.4,13.2,13.4,13.4,13.3,13.3,13.2,13.3,13.1,13.2,13.1,13.1,13.2,13.0,13.1,13.0,13.0,13.1,13.0,13.0,13.1,13.0,13.0,13.0,12.9,13.0,13.0,13.1,13.1,13.0,13.1,13.0,13.0,13.0,13.1,13.2,13.1,13.1,13.1,13.0,13.1,13.1,13.0,13.1,13.2,13.0,13.0,12.9,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.1,12.9,13.0,13.0,13.1,13.0,13.1,12.9,12.9,13.0,13.0,13.0,13.0,12.9,13.0,12.9,12.9,13.0,13.0,12.9,13.0,12.9,13.0,13.0,13.0,12.8,12.8,13.0,13.0,12.9,12.8,12.9,12.9,12.9,12.9,12.8,13.0,12.8,12.9,12.7,12.9,12.8,12.9,12.7,12.9,12.7,12.8,12.7,12.8,12.9,12.7,12.7,12.7,12.7,12.7,12.5,12.7,12.7,12.7,12.7,12.5,12.7,12.5,12.7,12.5,12.5,12.5,12.7,12.7,12.7,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.3,12.5,12.5,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.3,12.5,12.3,12.5,12.5,12.3,12.3,12.3
12.0,12.0,12.0,12.0,11.9,12.0,12.0,12.1,12.0,12.0,12.0,12.1,12.1,12.0,12.2,12.1,12.3,12.3,12.2,12.3,12.2,12.3,12.3,12.2,12.3,12.3,12.1,12.3,12.3,12.5,12.3,12.5,12.3,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.7,12.8,12.7,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.7,12.7,12.7,12.5,12.7,12.7,12.7,12.7,12.8,12.7,12.8,12.7,12.7,12.8,12.7,12.9,13.0,12.9,13.0,13.0,12.9,13.1,13.2,13.4,13.3,13.4,13.3,13.3,13.4,13.7,13.6,13.6,13.3,13.3,13.3,13.4,13.6,13.3,13.3,13.2,13.2,13.1,13.2,13.1,13.1,13.1,13.0,13.1,13.0,13.1,13.0,13.1,13.1,13.1,13.0,13.0,13.0,12.9,13.0,13.0,12.8,13.1,13.0,13.0,13.0,13.1,13.1,13.0,12.9,13.0,13.0,13.1,13.0,13.1,13.0,13.1,13.0,13.1,13.0,13.1,12.9,13.0,13.1,13.1,13.0,13.1,13.0,13.0,13.1,13.0,12.9,13.0,13.1,12.9,12.9,13.1,13.0,13.0,13.0,12.9,13.0,13.1,13.0,12.9,13.0,13.0,13.0,12.8,13.0,12.9,13.0,13.0,13.0,12.9,12.9,13.0,12.9,13.0,12.9,12.8,12.9,12.9,12.8,12.9,12.8,12.9,12.9,12.7,12.7,12.8,12.7,12.8,12.7,12.9,12.7,12.8,12.8,12.7,12.7,12.7,12.8,12.5,12.7,12.7,12.7,12.5,12.7,12.7,12.7,12.5,12.5,12.7,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.3,12.5,12.5,12.5,12.3,12.3,12.5,12.3,12.3,12.2,12.5,12.5,12.2,12.3,12.3,12.1
11.9,12.0,11.9,12.0,12.0,12.0,12.0,12.2,12.0,12.1,12.1,12.1,12.2,12.3,12.1,12.1,12.1,12.1,12.2,12.2,12.3,12.5,12.2,12.3,12.2,12.2,12.3,12.3,12.5,12.3,12.5,12.3,12.5,12.3,12.3,12.5,12.3,12.3,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.5,12.5,12.7,12.7,12.7,12.7,12.7,12.8,12.7,12.7,12.7,12.7,12.8,12.8,12.7,12.8,12.7,12.7,12.7,12.8,12.7,12.9,13.0,12.9,12.8,12.9,13.0,13.1,13.1,13.2,13.6,13.2,13.3,13.4,13.4,13.6,13.4,13.3,13.4,13.4,13.3,13.3,13.3,13.4,13.3,13.2,13.1,13.3,13.0,13.1,13.1,13.0,13.1,13.0,13.2,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.1,13.1,13.1,13.1,13.0,13.2,13.0,13.0,13.1,13.1,13.0,13.0,13.0,13.0,12.9,13.1,13.0,13.1,13.0,12.8,13.1,13.0,13.1,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.1,13.0,13.0,13.1,13.0,12.9,13.0,13.1,12.8,13.1,12.8,13.0,12.9,13.0,13.0,13.1,13.0,12.9,13.0,12.9,13.0,13.0,13.0,13.0,12.9,12.8,12.9,12.8,13.0,12.9,13.0,12.9,12.7,12.9,12.9,12.8,12.9,12.7,12.8,12.8,12.9,12.7,12.8,12.7,12.9,12.7,12.8,12.7,12.7,12.7,12.8,12.7,12.7,12.7,12.7,12.5,12.5,12.7,12.5,12.5,12.5,12.7,12.5,12.7,12.9,12.7,12.7,12.7,12.5,12.5,12.5,12.7,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.2,12.3,12.3,12.2,12.3,12.5,12.3,12.5
12.0,12.0,11.9,11.9,12.0,12.0,12.1,12.1,12.2,12.1,12.1,12.1,12.2,12.2,12.3,12.1,12.1,12.5,12.3,12.3,12.2,12.5,12.2,12.3,12.2,12.5,12.2,12.3,12.5,12.5,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.3,12.3,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.7,12.7,12.7,12.5,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.8,12.7,12.7,12.5,12.9,12.7,12.9,12.8,13.0,12.7,12.7,12.7,12.8,12.8,12.9,13.0,12.9,12.9,13.0,13.1,13.1,13.4,13.2,13.3,13.4,13.2,13.4,13.6,13.6,13.6,13.6,13.4,13.6,13.4,13.2,13.3,13.3,13.2,13.3,13.3,13.2,13.1,13.0,13.1,13.0,13.1,13.0,13.0,13.0,13.0,13.2,13.0,13.0,13.0,13.1,13.0,13.0,13.1,13.0,13.1,13.0,13.1,13.0,13.0,13.0,13.0,12.9,13.0,13.0,13.1,13.1,13.0,13.0,13.0,13.0,13.0,13.1,13.1,13.1,13.1,12.9,13.0,13.0,13.0,13.1,13.1,13.0,12.9,13.1,13.1,13.1,12.9,13.0,13.0,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.0,12.9,13.0,13.0,13.0,13.0,12.9,13.0,13.0,12.9,12.9,12.9,12.8,12.8,12.8,12.9,12.7,12.9,13.0,12.9,12.9,12.7,12.7,12.9,12.8,12.7,12.8,12.9,12.8,12.7,12.8,12.9,12.9,12.7,12.7,12.9,12.7,12.9,12.7,12.8,12.7,12.7,12.7,12.5,12.5,12.5,12.7,12.7,12.7,12.7,12.5,12.5,12.7,12.7,12.5,12.7,12.5,12.5,12.5,12.7,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.3,12.5,12.3,12.5,12.5,12.5,12.5,12.5,12.3,12.5,12.3,12.5,12.2,12.2,12.3,12.3,12.3
